row,col,x_km,y_km,lat,lon,depth_m,pressure_atm,biome,temperature_c,light_intensity,terrain_roughness,coral_coral_cover_pct,coral_health_index,coral_bleaching_risk,coral_biodiversity_index,current_u_mps,current_v_mps,current_speed_mps,current_stability,current_flow_direction,hazard_type,hazard_severity,hazard_notes,life_species,life_avg_depth_m,life_density,life_threat_level,life_behavior,life_trophic_level,life_prey_species,poi_id,poi_category,poi_label,poi_description,poi_research_value,resource_type,resource_family,resource_abundance,resource_purity,resource_extraction_difficulty,resource_environmental_impact,resource_economic_value,resource_description,biome_predators,biome_prey,biome_interaction_strengths
0,10,10.0,0.0,-12.34,145.76222070061837,1378.296468212026,134.8151910885462,slope,12.53555391885882,0.7531005045411391,0.2767336165948938,73.0,0.996,0.004,0.887,0.6814200738435194,0.2896197020564329,0.7404139982848545,medium,,,,,,,,,,,,['REEF_047'],['biology'],['Reef Sanctuary'],['High biodiversity coral zone.'],[69],,,,,,,,,['Giant_Isopod'],['Abyssal_Plant'],[0.4]
0,11,11.0,0.0,-12.34,145.7714427706802,1418.8079546533352,138.7483451119743,slope,12.425948436685244,0.7473131493352378,0.4046966720426866,53.0,0.997,0.003,0.852,0.709178551963105,0.2938330064485492,0.767640576209387,medium,,,,,['Glass_Squid'],[1493],[0.307],[2],['roaming'],[2],[nan],['WRECK_012'],['archaeology'],['Sunken Freighter'],['Twentieth-century cargo hull resting on slope.'],[90],,,,,,,,,['Giant_Isopod'],['Abyssal_Plant'],[0.4]
0,12,12.0,0.0,-12.34,145.78066484074205,1519.810366427177,148.5544045074929,seamount,12.224303047309586,0.732884233367546,0.5167003262359856,,,,,0.66502482505431,0.2047600232046862,0.6958338056183382,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,13,13.0,0.0,-12.34,145.7898869108039,1590.6751598920505,155.43448154291752,seamount,12.068804310844635,0.7227606914439928,0.4458846856966524,,,,,0.7189359013483213,0.2474551274386436,0.7603307637753444,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14,14.0,0.0,-12.34,145.79910898086573,1607.2519907137512,157.04388259356807,seamount,11.98136238692773,0.7203925727551783,0.3675189503310819,,,,,0.7186789543901207,0.242380533972581,0.7584508967178499,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,15,15.0,0.0,-12.34,145.80833105092756,1647.113381919637,160.91392057472203,seamount,11.88385724757776,0.7146980882971947,0.3328483932653144,,,,,0.7379340126546318,0.2718927924347252,0.7864300970909741,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16,16.0,0.0,-12.34,145.8175531209894,1721.0394386908793,168.09120763989117,seamount,11.755665401886873,0.70413722304416,0.3777644710648617,,,,,0.7053145397609609,0.2879882914022172,0.761843721496072,high,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,17.0,0.0,-12.34,145.82677519105124,1829.9347870415816,178.6635715574351,seamount,11.451490394307468,0.6885807447083454,0.2742049642182998,,,,,0.7061607566534485,0.239802332743927,0.7457668355637704,high,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,18,18.0,0.0,-12.34,145.83599726111308,1885.905170936624,184.0975894113227,seamount,11.390526918848726,0.6805849755804823,0.3886036624188045,,,,,0.7033141853037586,0.3250307341849523,0.7747875976125966,high,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19,19.0,0.0,-12.34,145.84521933117492,1890.5758762990672,184.55105595136575,seamount,11.29746549155589,0.679917731957276,0.4921634994633018,,,,,0.6624241325866965,0.2240181250714357,0.6992780933175003,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,20,20.0,0.0,-12.34,145.85444140123676,1933.898646637715,188.75715015900144,seamount,11.3079644392183,0.6737287647660406,0.6589805834673708,,,,,0.7084594285735488,0.1001634008120412,0.7155050445643225,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21,21.0,0.0,-12.34,145.8636634712986,2018.0916387380548,196.93122706194703,seamount,11.096175631982549,0.6617011944659921,0.7923752230885986,,,,,0.6788170228782217,0.1151484395722078,0.6885141347025249,low,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,22,22.0,0.0,-12.34,145.87288554136043,2248.6513926509874,219.31566918941624,seamount,10.72294570017644,0.6287640867641446,0.7568848160311535,,,,,0.6806580044259539,0.2664750192841277,0.7309611856258842,low,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,23,23.0,0.0,-12.34,145.88210761142227,2436.241687579163,237.52831918244303,seamount,10.397622695140036,0.6019654732029767,0.6462241036314121,,,,,0.611775747423391,0.2557254616695394,0.663072452211331,low,,,,,['Glass_Squid'],[2658],[0.691],[2],['roaming'],[2],[nan],,,,,,,,,,,,,,,,
0,24,24.0,0.0,-12.34,145.8913296814841,2447.253246191989,238.5974025429115,seamount,10.586159435500536,0.6003923934011444,0.6184693897188105,,,,,0.645960548507951,0.1843273153995739,0.671745181918789,low,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,25,25.0,0.0,-12.34,145.90055175154595,2359.290399022124,230.05732029341007,seamount,10.755075636288918,0.6129585144254108,0.629164558103249,,,,,0.5919538449373576,0.198277262571246,0.6242781650745668,low,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,26,26.0,0.0,-12.34,145.9097738216078,2271.1771153107943,221.502632554446,seamount,10.845852278021283,0.6255461263841722,0.6133459810921567,,,,,0.5643009395659132,0.2035004511974046,0.5998733066510958,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,27,27.0,0.0,-12.34,145.91899589166962,2305.61712613095,224.84632292533493,seamount,10.64178563794884,0.6206261248384357,0.4241185670195093,,,,,0.5381577406138991,0.1528170265692235,0.5594343548550762,medium,,['trench_wall'],[4],['steep escarpment'],,,,,,,,,,,,,,,,,,,,,,,
0,28,28.0,0.0,-12.34,145.92821796173146,2427.3001807594096,236.66021172421452,seamount,10.396672450052137,0.6032428313200843,0.4440489301906927,,,,,0.5487129779547149,0.0969963181876179,0.5572200803254358,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,29,29.0,0.0,-12.34,145.9374400317933,2638.7056681179206,257.1850163221282,seamount,10.147311363343304,0.5730420474117256,0.3998214189290106,,,,,0.6004845461797286,0.1299677463007523,0.6143885621324434,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,30,30.0,0.0,-12.34,145.94666210185514,2665.6322368104147,259.79924629227327,seamount,10.174473765965296,0.5691953947413693,0.2693511193708995,,,,,0.648878420073774,0.0761121276126082,0.6533270697033419,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,31,31.0,0.0,-12.34,145.95588417191698,2806.6979299569366,273.4949446560132,seamount,10.03747907295286,0.5490431528632947,0.2756729130458786,,,,,0.62292108640742,0.0592606105448528,0.6257335693832874,low,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,32,32.0,0.0,-12.34,145.96510624197882,2729.474989846427,265.9975718297502,seamount,10.176357819472257,0.5600750014505104,0.2626657786010374,,,,,0.5460568472915398,0.1545233123462877,0.5674993696317594,low,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,33,33.0,0.0,-12.34,145.97432831204063,2812.4176197329175,274.05025434300165,seamount,9.981527497278284,0.5482260543238688,0.376796595362416,,,,,0.553691099653081,0.181649127691536,0.5827265563076168,low,,['trench_wall'],[4],['steep escarpment'],,,,,,,,,,,,,,,,,,,,,,,
0,34,34.0,0.0,-12.34,145.9835503821025,2932.874042718441,285.7450526911108,seamount,9.659360614055162,0.5310179938973655,0.4812989436839132,,,,,0.5382165939901697,0.1531677829383037,0.5595868759867537,low,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,35,35.0,0.0,-12.34,145.99277245216433,3016.6591303197574,293.8795272155104,seamount,9.392992643358845,0.519048695668606,0.6153152737265319,,,,,0.5632082795294231,0.2022300762875774,0.5984150481779116,low,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,36,36.0,0.0,-12.34,146.00199452222617,3003.3499781276887,292.5873765172513,seamount,9.33294003174103,0.5209500031246159,0.4573183419628508,,,,,0.5176441187411427,0.2449790444979703,0.5726867956487498,low,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,37,37.0,0.0,-12.34,146.011216592288,3059.1575986022312,298.005592097304,seamount,9.251197191410396,0.5129774859139669,0.4435312539891849,,,,,0.499791103760409,0.224503431177703,0.5478986566953871,low,,,,,,,,,,,,,,,,,['RareEarth_Crust'],['Cobalt_Rich_Crust'],[0.98],[0.662],[0.566],[0.885],[131394],[nan],,,
0,38,38.0,0.0,-12.34,146.02043866234985,3114.4002274726654,303.3689541235597,seamount,9.158336839583376,0.5050856817896192,0.5522305989420637,,,,,0.473328894367265,0.2075642462832988,0.516839586891418,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,39,39.0,0.0,-12.34,146.02966073241168,3223.976384230488,314.00741594470753,seamount,9.019389620035527,0.4894319451099303,0.5647386159380214,,,,,0.4525070621319152,0.1134056554470194,0.4665013225775732,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,40,40.0,0.0,-12.34,146.03888280247352,3270.335591300984,318.508309835047,seamount,8.997178654756324,0.4828092012427166,0.5949052410235662,,,,,0.5324358064372904,0.1068684922253203,0.5430550272366891,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,41,41.0,0.0,-12.34,146.04810487253536,3290.82241220607,320.49732157340486,seamount,8.938185300585065,0.4798825125419899,0.4384493533851701,,,,,0.549509481871711,0.0795072196521082,0.5552315450726164,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42,42.0,0.0,-12.34,146.0573269425972,3412.789011642197,332.338738994388,seamount,8.599148054977617,0.4624587126225433,0.4022002529543002,,,,,0.547981666518406,0.167956228695229,0.5731432644616994,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,43,43.0,0.0,-12.34,146.06654901265904,3433.190154008778,334.3194324280367,seamount,8.549057943110247,0.4595442637130317,0.4239194916195841,,,,,0.51626779834011,0.102898071289691,0.5264223140009197,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,44,44.0,0.0,-12.34,146.07577108272088,3626.280418027252,353.06606000264577,plain,8.088172883397284,0.4319599402818212,0.4834837237110486,,,,,0.5199194152111893,0.1325256497622513,0.5365437970552376,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,45,45.0,0.0,-12.34,146.08499315278272,3655.312845387461,355.88474227062727,trench,8.071249440560518,0.4278124506589342,0.5196305657531125,,,,,0.5029713934898792,0.1371178470921469,0.5213266985876862,medium,,,,,,,,,,,,,,,,,,,,,,,,,"['Specter_Whale', 'Specter_Whale']","['Abyssal_Ray', 'Glass_Squid']","[0.9, 0.7]"
0,46,46.0,0.0,-12.34,146.09421522284455,3642.044688617223,354.59657171041005,plain,8.062186863413523,0.4297079016261109,0.3997319940587742,,,,,0.5368088767905175,0.086320810915785,0.5437049315559459,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,47,47.0,0.0,-12.34,146.1034372929064,3700.1115124524777,360.2341274225706,plain,8.13110218486097,0.4214126410782174,0.3560995081576001,,,,,0.484689013193645,0.2085596214355052,0.5276557165462634,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,48,48.0,0.0,-12.34,146.11265936296823,3841.364888946525,373.9480474705363,plain,7.7979150137032835,0.4012335872933536,0.2801078783936157,,,,,0.4684141466224588,0.2708113635578524,0.5410643283271498,medium,,,,,,,,,,,,,,,,,['Copper_Nodule'],['Manganese_Nodule'],[0.623],[0.729],[0.468],[0.457],[44185],[nan],,,
0,49,49.0,0.0,-12.34,146.12188143303007,3950.6275086444334,384.5560688004304,plain,7.694204462115353,0.3856246416222238,0.3170943884288347,,,,,0.3862464881428565,0.3159311174960783,0.4989978162327071,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,0.0,1.0,-12.34900900900901,145.67,963.3086950398492,94.52511602328632,slope,13.326492288952272,0.8123844721371644,0.5128005520370833,82.0,0.976,0.024,0.804,0.6790878608687055,0.2891882770636573,0.7380990329016026,medium,,,,,,,,,,,,"['WRECK_007', 'REEF_045']","['archaeology', 'biology']","['Sunken Freighter', 'Reef Sanctuary']","['Twentieth-century cargo hull resting on slope.', 'High biodiversity coral zone.']","[94, 82]",,,,,,,,,['Giant_Isopod'],['Abyssal_Plant'],[0.4]
1,1,1.0,1.0,-12.34900900900901,145.67922207006183,951.0622533628372,93.33614110318808,slope,13.203801928535272,0.8141339638053089,0.4535777134497328,73.0,0.98,0.02,0.802,0.719684160083235,0.30493357749109,0.7816199696503578,medium,,,,,,,,,,,,,,,,,,,,,,,,,['Giant_Isopod'],['Abyssal_Plant'],[0.4]
1,2,2.0,1.0,-12.34900900900901,145.68844414012366,1013.233323525334,99.37216733255669,slope,13.129205243641652,0.8052523823535237,0.2867696453734378,56.0,0.982,0.018,0.804,0.7059782365781091,0.3220137733694617,0.7759498313432226,medium,,,,,,,,,,,,['WRECK_010'],['archaeology'],['Sunken Freighter'],['Twentieth-century cargo hull resting on slope.'],[60],,,,,,,,,['Giant_Isopod'],['Abyssal_Plant'],[0.4]
1,3,3.0,1.0,-12.34900900900901,145.6976662101855,1088.414073939272,106.6712693144924,slope,12.92792973905454,0.7945122751515326,0.3351659715508101,82.0,0.988,0.012,0.843,0.6765314350620864,0.2585185468986694,0.7242421015915642,medium,,,,,,,,,,,,,,,,,,,,,,,,,['Giant_Isopod'],['Abyssal_Plant'],[0.4]
1,4,4.0,1.0,-12.34900900900901,145.70688828024734,1248.8639863924968,122.24893071771812,slope,12.717604520495314,0.7715908590867862,0.4663590287620211,58.0,0.993,0.007,0.82,0.6502404680429297,0.1672303024058487,0.6714005066452063,medium,,,,,,,,,,,,['REEF_040'],['biology'],['Reef Sanctuary'],['High biodiversity coral zone.'],[89],,,,,,,,,['Giant_Isopod'],['Abyssal_Plant'],[0.4]
1,5,5.0,1.0,-12.34900900900901,145.71611035030918,1339.8331094889063,131.08088441639867,slope,12.665221823826498,0.7585952700730133,0.6008052491009176,93.0,0.994,0.006,0.807,0.6152372666884756,0.1676738176254487,0.6376765664813147,high,,['trench_wall'],[4],['steep escarpment'],,,,,,,,['REEF_034'],['biology'],['Reef Sanctuary'],['High biodiversity coral zone.'],[73],,,,,,,,,['Giant_Isopod'],['Abyssal_Plant'],[0.4]
1,6,6.0,1.0,-12.34900900900901,145.72533242037102,1416.238614749116,138.49889463583648,slope,12.547250244550264,0.7476801978929835,0.5025105600556333,51.0,0.996,0.004,0.915,0.5881880900266677,0.174294372931027,0.6134686281177215,high,,,,,,,,,,,,['WRECK_021'],['archaeology'],['Sunken Freighter'],['Twentieth-century cargo hull resting on slope.'],[71],,,,,,,,,['Giant_Isopod'],['Abyssal_Plant'],[0.4]
1,7,7.0,1.0,-12.34900900900901,145.73455449043286,1362.6102720654137,133.29225942382658,slope,12.794552089235845,0.7553413897049408,0.4086885104361095,70.0,0.991,0.009,0.864,0.6356498857243323,0.1850390176440359,0.6620349048743779,high,,,,,,,,,,,,,,,,,,,,,,,,,['Giant_Isopod'],['Abyssal_Plant'],[0.4]
1,8,8.0,1.0,-12.34900900900901,145.7437765604947,1295.8747018727045,126.81307785171887,slope,12.753273908636585,0.7648750425896136,0.330126016520513,67.0,0.992,0.008,0.997,0.6901033489047387,0.1524053728406123,0.706731936338115,medium,,,,,,,,,,,,['WRECK_006'],['archaeology'],['Sunken Freighter'],['Twentieth-century cargo hull resting on slope.'],[73],,,,,,,,,['Giant_Isopod'],['Abyssal_Plant'],[0.4]
1,9,9.0,1.0,-12.34900900900901,145.75299863055653,1349.1145452036028,131.98199467996142,slope,12.660806135552011,0.7572693506851995,0.2033217306384959,66.0,0.696,0.304,0.812,0.7023032104504916,0.1636657935117351,0.7211215510403869,low,,,,,,,,,,,,,,,,,,,,,,,,,['Giant_Isopod'],['Abyssal_Plant'],[0.4]
1,10,10.0,1.0,-12.34900900900901,145.76222070061837,1499.0982455387875,146.54351898434828,slope,12.241531048537013,0.7358431077801731,0.2638487318390118,87.0,0.999,0.001,0.987,0.7008945099431886,0.2310358190867533,0.7379909645582319,medium,,,,,,,,,,,,['REEF_046'],['biology'],['Reef Sanctuary'],['High biodiversity coral zone.'],[67],,,,,,,,,['Giant_Isopod'],['Abyssal_Plant'],[0.4]
1,11,11.0,1.0,-12.34900900900901,145.7714427706802,1540.7960063544588,150.5918452771319,seamount,12.120205876894492,0.7298862848065059,0.3712930156612249,,,,,0.6791002025586839,0.2185492852245252,0.7134009217735818,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,12.0,1.0,-12.34900900900901,145.78066484074205,1447.6428110317452,141.54784573123737,slope,12.226979999499097,0.7431938841383221,0.5105886818921346,63.0,0.999,0.001,0.813,0.694389521335454,0.1870722900963411,0.7191473069284,medium,,,,,,,,,,,,,,,,,,,,,,,,,['Giant_Isopod'],['Abyssal_Plant'],[0.4]
1,13,13.0,1.0,-12.34900900900901,145.7898869108039,1630.7706848937935,159.32725096056245,seamount,11.919435040422496,0.7170327593008866,0.4922389623566676,,,,,0.6991198883283843,0.2072326015344402,0.7291871977723036,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,14,14.0,1.0,-12.34900900900901,145.79910898086573,1665.4595124127634,162.69509829250129,seamount,11.78292969907091,0.7120772125124624,0.3560914949315794,,,,,0.7047621306369418,0.2624337611013325,0.7520379908925566,medium,,,,,['Glass_Squid'],[1600],[0.622],[2],['roaming'],[2],[nan],,,,,,,,,,,,,,,,
1,15,15.0,1.0,-12.34900900900901,145.80833105092756,1741.006276864813,170.02973561794298,seamount,11.68483026725748,0.701284817590741,0.4264522231279325,,,,,0.7009547542573543,0.3108380863448907,0.7667841178836073,medium,,,,,,,,,,,,,,,,,['RareEarth_Crust'],['Cobalt_Rich_Crust'],[0.542],[0.549],[0.556],[0.912],[67423],[nan],,,
1,16,16.0,1.0,-12.34900900900901,145.8175531209894,1901.3376368487025,185.59588707268952,seamount,11.33869805508608,0.6783803375930425,0.4409983544819605,,,,,0.6523968405237798,0.2749352909091659,0.7079626061542502,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,17.0,1.0,-12.34900900900901,145.82677519105124,1905.8321873084776,186.0322511949978,seamount,11.3389370715884,0.6777382589559318,0.394361851533181,,,,,0.6625086623124355,0.3070191729179473,0.7301907286307004,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,18.0,1.0,-12.34900900900901,145.83599726111308,1980.3413883013525,193.2661542040148,seamount,11.143944599460871,0.6670940873855211,0.4210093150822149,,,,,0.619801366862514,0.2930046226532012,0.6855694299345513,high,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,19,19.0,1.0,-12.34900900900901,145.84521933117492,2065.9955594215385,201.58209314772216,seamount,11.134160077729923,0.6548577772254944,0.4688749244982119,,,,,0.6840502025701761,0.2649778626281319,0.7335788623721872,high,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20,20.0,1.0,-12.34900900900901,145.85444140123676,2041.7380784724576,199.22699790994736,seamount,11.07418490296836,0.6583231316467917,0.6026111217042145,,,,,0.6486601526519491,0.1406449283436751,0.6637326189869286,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,21.0,1.0,-12.34900900900901,145.8636634712986,2117.1398675842356,206.5475599596345,seamount,11.029333380574212,0.6475514474879662,0.7165499632736392,,,,,0.7079937010069027,0.1608131169277669,0.7260275058435977,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,22.0,1.0,-12.34900900900901,145.87288554136043,2284.797444493777,222.82499461104632,seamount,10.606125283300631,0.6236003650723174,0.7393374597911992,,,,,0.6072373568853386,0.3022307944413223,0.6782924595672025,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,23.0,1.0,-12.34900900900901,145.88210761142227,2423.5653695751357,236.2976086966151,seamount,10.435264421418724,0.6037763757749806,0.6339686272714834,,,,,0.6101957610104736,0.3600931865950582,0.7085237962040051,medium,,,,,,,,,,,,,,,,,['RareEarth_Crust'],['Cobalt_Rich_Crust'],[0.95],[0.608],[0.68],[0.91],[115030],[nan],,,
1,24,24.0,1.0,-12.34900900900901,145.8913296814841,2481.2709772525704,241.90009487889031,seamount,10.408342296008378,0.5955327175353471,0.6469995856809103,,,,,0.5448676197743252,0.3328297171133024,0.6384797128118165,low,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,25,25.0,1.0,-12.34900900900901,145.90055175154595,2336.5333666694446,227.84789967664508,seamount,10.77982780521265,0.6162095190472221,0.6246699397716031,,,,,0.597736811286992,0.3090510063132388,0.6729055060487816,low,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,26,26.0,1.0,-12.34900900900901,145.9097738216078,2366.51753323718,230.75898380943497,seamount,10.525958945254487,0.6119260666804027,0.5325959223533816,,,,,0.5341378990505983,0.2850383592369698,0.6054338621506821,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,27,27.0,1.0,-12.34900900900901,145.91899589166962,1815.5759993117535,177.26951449628675,seamount,11.476695362121948,0.6906320000983208,0.4881830535586609,,,,,0.5334816502726126,0.1627116757808384,0.5577434541193638,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,28,28.0,1.0,-12.34900900900901,145.92821796173146,2466.5425464543328,240.47015014119737,seamount,10.227390546474206,0.5976367790779524,0.4003582173014193,,,,,0.5425050584233142,0.1697813337001312,0.568451791876742,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,29,29.0,1.0,-12.34900900900901,145.9374400317933,2583.5141588363126,251.8266173627488,seamount,10.111758197011603,0.5809265487376696,0.3634581932862824,,,,,0.5712944718992603,0.1651908570988752,0.5946977323747886,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,30,30.0,1.0,-12.34900900900901,145.94666210185514,2731.1642583768044,266.1615784831849,seamount,10.082834290002005,0.5598336773747422,0.3461723665941034,,,,,0.6032946907491058,0.203075078796809,0.6365563380521707,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31,31.0,1.0,-12.34900900900901,145.95588417191698,2714.2189135943586,264.51639937809307,seamount,10.20357599394604,0.5622544409150916,0.294865573570545,,,,,0.6263464535025339,0.1343720780907668,0.6405979512811706,medium,,,,,,,,,,,,,,,,,['Platinum_Crust'],['Cobalt_Rich_Crust'],[0.627],[0.633],[0.477],[0.786],[73388],[nan],,,
1,32,32.0,1.0,-12.34900900900901,145.96510624197882,2735.734198969114,266.6052620358363,seamount,10.18132384791426,0.5591808287186979,0.3574014733400704,,,,,0.5767133284623516,0.1852502292679295,0.6057358423190299,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,33,33.0,1.0,-12.34900900900901,145.97432831204063,2208.670692695533,215.43404783451777,seamount,11.041988594558726,0.6344756153292095,0.3617285835123663,,,,,0.5625796127593601,0.1435776772376927,0.5806120650601764,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,34,34.0,1.0,-12.34900900900901,145.9835503821025,2820.6406209744555,274.84860397810246,seamount,9.819710172706412,0.547051339860792,0.5228580722672692,,,,,0.6060015512006063,0.1665637746802927,0.6284754339616532,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,
